scenario                           , run, kind     , threads, workload    , timed_workload, operation_count_configured, read_proportion, update_proportion, postcopy_delay_s, guest_memory_gib, valid_primary, exclusion_reason                                                            , ycsb_operation_count_ok, ycsb_total_operations, benchmark_runtime_host_s, benchmark_runtime_ycsb_s, steady_throughput_ops_s, steady_avg_latency_ms, steady_p99_latency_ms, pgstats_available, steady_buffer_hit_pct, postgres_log_available, migration_completed, migration_status, migration_start_run_s, migration_end_run_s, migration_start_ycsb_s, migration_end_ycsb_s, migration_duration_event_s, migration_duration_qmp_s, migration_downtime_ms, pre_throughput_ops_s, during_throughput_ops_s, pre_throttle_10s_throughput_ops_s, throttled_throughput_ops_s, post_0_10_throughput_ops_s, post_10_30_throughput_ops_s, post_30_90_throughput_ops_s, total_transferred_gib, precopy_transferred_gib, postcopy_transferred_gib, downtime_transferred_gib, transfer_amplification, median_active_dirty_pages_s, median_active_dirty_mib_s, active_dirty_sample_count, median_active_transfer_mib_s, active_transfer_sample_count, qemu_completed_transfer_rate_mib_s, dirty_sync_count, postcopy_page_requests, postcopy_remote_fault_count, postcopy_blocktime_ms, postcopy_latency_ms, entered_postcopy, max_cpu_throttle_pct, throttle_start_after_migration_s, throttle_active_observed_span_s, throttle_active_until_migration_end_s, max_throttle_first_after_migration_s, max_throttle_observed_span_s, migration_end_minus_benchmark_end_s, migration_completed_before_benchmark_end, pre_avg_latency_ms  , pre_p99_latency_ms  , during_avg_latency_ms, during_p99_latency_ms, post_0_10_avg_latency_ms, post_0_10_p99_latency_ms, post_30_90_avg_latency_ms, post_30_90_p99_latency_ms, post_30_90_observed_samples, post_30_90_observed_duration_s, post_30_90_complete, pre_buffer_hit_pct, post_0_10_buffer_hit_pct, post_buffer_hit_pct, hugepages_available, hugepages_t0_available, hugepages_t10_available, hugepages_t40_available, hugepages_t100_available, rss_t0_mib   , anon_hugepages_t0_mib, anon_hugepages_t0_pct_rss, rss_t10_mib  , anon_hugepages_t10_mib, anon_hugepages_t10_pct_rss, rss_t40_mib  , anon_hugepages_t40_mib, anon_hugepages_t40_pct_rss, rss_t100_mib , anon_hugepages_t100_mib, anon_hugepages_t100_pct_rss, service_interruption_s, stopcopy_operations_before_pause, post_resume_host_throughput_ops_s, source_ycsb_total_operations, destination_ycsb_total_operations, source_shutdown_duration_s, destination_boot_to_postgres_s, destination_ready_to_benchmark_s, control_plane_service_gap_s, observed_service_gap_s, prepared_boot_throughput_ops_s, prepared_catchup_throughput_ops_s, prepared_boot_phase_duration_s, prepared_catchup_duration_s, prepared_preparation_duration_s, prepared_lag_at_shutdown_mib, prepared_shutdown_duration_s, prepared_replay_drain_s, prepared_promotion_duration_s, prepared_promotion_to_benchmark_s, prepared_handover_duration_s, destination_boot_to_ssh_s, source_active_at_shutdown, prepared_source_alone_disk_write_mib_s, prepared_boot_disk_write_mib_s, prepared_catchup_disk_write_mib_s, prepared_source_alone_io_full_avg10_pct, prepared_boot_io_full_avg10_pct, prepared_catchup_io_full_avg10_pct, builder_version    , input_fingerprint_sha256
Postcopy_16T                       ,   9, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       217.90170081200267,                    215.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    111.86514512999928,  114.07732010699692,     100.10647552800218,   102.31865050499982,         2.2121749769976446,                    2.056,                   3.0,   2042.35           ,     1932.0             ,                                  ,                           ,        1997.1             ,          1674.2            ,          1979.2833333333333,    2.5964557891711593,     0.03777667973190546,      2.558165041729808  ,     0.0                 ,    0.3245569736463949 ,                            ,                          ,                       0.0,          1660.3606372203642 ,                         10.0,                1293.8057071101057 ,              2.0,                 1281.0,                      1281.0,                   5.0,            0.513727, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -115.58305030700285                , True                                    ,  8.7872925          , 24.1222             ,   8.282525           ,  26.599              ,       8.040195999999998 ,       23.9558           ,        8.840479499999999 ,        23.473666666666666,                        60.0,                           60.0, True               ,  87.29906367093524,        87.19355205608346,   86.38763759442271, True               , True                  , True                   , True                   , True                    , 2749.6875    ,                  52.0,        1.8911239913626547, 2876.6953125 ,                   52.0,        1.8076297400717511 , 3618.3984375 ,                   52.0,        1.4370998909652277 , 4421.62109375,                    78.0,          1.7640588903073056,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_16T                       ,  10, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              0.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       222.469060378     ,                    220.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.2224175170013 ,  116.4330692980002 ,     100.1068020040002 ,   102.3174537849991 ,         2.2106517809989015,                    2.046,                   5.0,   2130.15           ,     1910.5             ,                                  ,                           ,        1478.1             ,          1890.6            ,          1963.3            ,    2.5217136470600963,     0.03777667973190546,      2.4834228549152613 ,     0.0                 ,    0.31521420588251203,                            ,                          ,                       0.0,          1029.1647643595554 ,                         10.0,                1263.3242537130816 ,              2.0,                 1815.0,                      1815.0,                   5.0,            0.265699, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -120.15160659300089                , True                                    ,  7.535239999999998  , 23.367              ,   8.41039            ,  28.695              ,      14.022820000000001 ,       33.4758           ,        9.009081          ,        24.552466666666668,                        60.0,                           60.0, True               ,  87.44792774472015,        87.18826717678941,   86.4649316119945 , True               , True                  , True                   , True                   , True                    , 2673.80078125,                  54.0,        2.0195969863826218, 2759.1953125 ,                   54.0,        1.9570923361374042 , 3490.58203125,                   54.0,        1.5470199386966492 , 4326.0546875 ,                    86.0,          1.9879545269849297,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   1, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       215.5861162000001 ,                    214.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.0915920080006 ,  120.52351156999794,     100.10490162300268,   106.53682118500001,         6.431919561997333 ,                    6.291,                  12.0,   2210.9            ,     2087.525           ,                                  ,                           ,        1335.9950000000001 ,          1981.25           ,          2011.6166666666666,    2.753565337508917 ,     0.642280925065279  ,      2.1106654834002256 ,     0.0                 ,    0.3441956671886146 ,                      5067.0,              19.79296875 ,                       6.0,           129.00781631469727,                         31.0,                 448.34646296853725,              2.0,                  970.0,                       970.0,                   3.0,            0.658395, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -109.0492950150001                 , True                                    ,  7.2382355          , 21.599              ,   7.758263333333334  ,  25.508333333333333  ,      15.788789000000001 ,       36.8566           ,        8.707988000000002 ,        23.3134           ,                        60.0,                           60.0, True               ,  87.55759325580459,        87.29079892392917,   86.39506191702127, True               , True                  , True                   , True                   , True                    , 2855.06640625,                 264.0,        9.246720126091638 , 3064.06640625,                  266.0,        8.681273991236624  , 3749.46875   ,                  266.0,        7.094338364601652  , 4497.18359375,                   300.0,          6.670841733411276 ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   2, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       215.68119005699918,                    214.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.16181526599756,  120.59350436299792,     100.10665510099714,   106.5383441979975 ,         6.431689097000358 ,                    6.292,                  15.0,   2190.95           ,     2107.8333333333335 ,                                  ,                           ,        1300.6             ,          1997.55           ,          2008.9            ,    2.7414693757891655,     0.642233232036233  ,      2.0986116360872984 ,     0.0                 ,    0.3426836719736457 ,                      4968.0,              19.40625    ,                       6.0,           129.0116786956787 ,                         31.0,                 446.23504066255055,              2.0,                  902.0,                       902.0,                   3.0,            0.486946, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -109.14284585900168                , True                                    ,  7.3185199999999995 , 22.235799999999998  ,   7.621              ,  24.367              ,      15.739469999999997 ,       41.127            ,        8.6836635         ,        23.099533333333333,                        60.0,                           60.0, True               ,  87.40792015786592,        87.27094519730674,   86.3682433705342 , True               , True                  , True                   , True                   , True                    , 2828.04296875,                 232.0,        8.203552865483667 , 3053.07421875,                  236.0,        7.729913624458954  , 3639.8515625 ,                  248.0,        6.8134646630936615 , 4517.2734375 ,                   324.0,          7.1724681820304355,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   3, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       218.52391569600152,                    217.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.2156718160004 ,  120.64345995599795,     100.11213204800151,   106.53992018799907,         6.42778813999756  ,                    6.287,                  22.0,   2163.9            ,     2116.8333333333335 ,                                  ,                           ,        1271.2             ,          1988.7621052631578,          2002.2169999999999,    2.715651299804449 ,     0.6422534575685859 ,      2.072763196192682  ,     0.0                 ,    0.33945641247555614,                      6179.0,              24.13671875 ,                       6.0,           129.0103912353516 ,                         31.0,                 442.52497310626285,              2.0,                 2032.0,                      2032.0,                   4.0,            0.446618, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -111.98399550800245                , True                                    ,  7.411390999999998  , 23.6854             ,   7.595551666666667  ,  26.375              ,      16.278556999999996 ,       35.5606           ,        8.76938733333333  ,        22.6982           ,                        60.0,                           60.0, True               ,  87.5688977338133 ,        87.3118042169442 ,   86.36671641031064, True               , True                  , True                   , True                   , True                    , 2769.95703125,                 164.0,        5.9206694598432685, 2996.36328125,                  164.0,        5.473301619541397  , 3585.765625  ,                  166.0,        4.629415788992065  , 4389.96875   ,                   170.0,          3.8724649235828843,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   4, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       213.64717791799922,                    214.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    111.86790731899964,  118.2948719369997 ,     100.11087250399942,   106.53783712199947,         6.426964618000056 ,                    6.296,                  17.0,   2004.05           ,     2122.0             ,                                  ,                           ,        1753.1             ,          1783.7809999999997,          2013.7833333333333,    2.7376256631687284,     0.6422494845464826 ,      2.094734286889434  ,     0.0                 ,    0.34220320789609104,                      6269.0,              24.48828125 ,                       6.0,           129.0036106109619 ,                         31.0,                 445.39699381709215,              2.0,                 1523.0,                      1523.0,                   2.0,            0.42858 , True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -107.10934079599974                , True                                    ,  9.561296           , 26.0214             ,   7.645815           ,  25.113666666666667  ,      10.703109          ,       30.5382           ,        8.6380215         ,        23.555533333333333,                        60.0,                           60.0, True               ,  87.41174498455804,        87.15594651310332,   86.39931325643602, True               , True                  , True                   , True                   , True                    , 2787.29296875,                 144.0,        5.16630299055283  , 2904.20703125,                  148.0,        5.09605542605891   , 3673.41796875,                  148.0,        4.028945283630815  , 4478.55078125,                   168.0,          3.751213466270217 ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   5, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       205.03070788400146,                    204.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    111.65581870999812,  118.08099276400026,     100.11058503599996,   106.5357590900021 ,         6.425174054002142 ,                    6.326,                  15.0,   1912.0            ,     1928.5216666666668 ,                                  ,                           ,        1791.727           ,          1784.0805263157895,          2016.6623333333332,    2.9075683364644647,     0.6421223301440477 ,      2.264807459898293  ,     0.0                 ,    0.3634460420580581 ,                      6111.0,              23.87109375 ,                       6.0,           129.00524139404294,                         31.0,                 470.7272690181204 ,              2.0,                 1511.0,                      1511.0,                   2.0,            0.171308, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -98.49494879399936                 , True                                    ,  8.590809499999999  , 29.167              ,   8.367626666666666  ,  30.599              ,       9.150278          ,       29.9094           ,        8.023128666666667 ,        26.101933333333335,                        60.0,                           60.0, True               ,  87.22434228515044,        86.95813871396784,   86.19224211053502, True               , True                  , True                   , True                   , True                    , 2942.515625  ,                  50.0,        1.6992263210157126, 3070.34375   ,                   52.0,        1.6936214389675424 , 3828.02734375,                   54.0,        1.4106482308222148 , 4535.37890625,                    84.0,          1.8521054521871019,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   6, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       215.64978415600123,                    216.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.1549507109994 ,  120.58450133600128,     100.1070704800004 ,   106.53662110500228,         6.42955062500188  ,                    6.309,                  18.0,   2198.95           ,     2057.568333333333  ,                                  ,                           ,        1307.8             ,          1974.366          ,          2000.1166666666666,    2.6832887437194586,     0.6423023147508502 ,      2.040364288724959  ,     0.0                 ,    0.3354110929649323 ,                      5605.0,              21.89453125 ,                       6.0,           129.0260124206543 ,                         31.0,                 435.58777323537186,              2.0,                  780.0,                       780.0,                   3.0,            1.476958, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -109.11316305099895                , True                                    ,  7.279189499999998  , 22.1326             ,   7.825008333333334  ,  24.420333333333332  ,      15.929212          ,       35.6262           ,        8.695388833333332 ,        23.114866666666664,                        60.0,                           60.0, True               ,  87.43000159697151,        87.1715282203082 ,   86.42429239232398, True               , True                  , True                   , True                   , True                    , 2719.64453125,                 170.0,        6.2508169007611   , 2956.6171875 ,                  170.0,        5.749814372950506  , 3494.8984375 ,                  172.0,        4.921459180457229  , 4372.19140625,                   208.0,          4.757339756504399 ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   7, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       215.65361195500006,                    214.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.21415303200048,  120.6408465099994 ,     100.10933384199963,   106.53602731999855,         6.426693477998924 ,                    6.289,                  22.0,   2186.35           ,     2133.0             ,                                  ,                           ,        1324.8             ,          2016.606842105263 ,          2025.1            ,    2.6994333071634173,     0.6422167355194688 ,      2.0565930977463722 ,     0.0                 ,    0.33742916339542717,                      5234.0,              20.4453125  ,                       6.0,           129.01442527770996,                         31.0,                 439.60237063221047,              2.0,                  682.0,                       682.0,                   3.0,            0.647028, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -109.1175846350015                 , True                                    ,  7.345813           , 22.932599999999997  ,   7.513286666666667  ,  25.116333333333333  ,      15.605444000000004 ,       35.467800000000004,        8.698282333333333 ,        22.607266666666668,                        60.0,                           60.0, True               ,  87.4150174116714 ,        87.09496614303244,   86.37043940044154, True               , True                  , True                   , True                   , True                    , 2789.87890625,                 226.0,        8.100710016255746 , 3048.51953125,                  226.0,        7.413434543662972  , 3663.73046875,                  226.0,        6.168576043671335  , 4485.48828125,                   262.0,          5.84105862220616  ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   8, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       217.95461848999912,                    216.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    111.67985983499966,  118.10815589900083,     100.11102652399859,   106.53932258799976,         6.428296064001174 ,                    6.297,                  21.0,   1995.15           ,     2064.3333333333335 ,                                  ,                           ,        1711.4             ,          1763.2363157894736,          1981.6833333333334,    2.7072568740695715,     0.6423560511320829 ,      2.0642626993358135 ,     0.0                 ,    0.33840710925869644,                      6181.0,              24.14453125 ,                       6.0,           129.00790214538574,                         31.0,                 440.3861857104434 ,              2.0,                 1048.0,                      1048.0,                   2.0,            0.463088, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -111.41529590199936                , True                                    ,  9.367951499999998  , 26.3846             ,   7.821861666666668  ,  24.60966666666667   ,      11.452443          ,       28.6182           ,        8.847879666666667 ,        24.05766666666667 ,                        60.0,                           60.0, True               ,  87.54635090669993,        87.18251326998048,   86.3668642497502 , True               , True                  , True                   , True                   , True                    , 2757.66015625,                 160.0,        5.802020224913274 , 2885.75390625,                  162.0,        5.613784309505342  , 3576.33984375,                  162.0,        4.5297708572945234 , 4398.0390625 ,                   194.0,          4.411056774237098 ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,   9, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       204.8755587620035 ,                    204.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    111.36398704899692,  117.79118511999695,     100.1067636890002 ,   106.53396176000024,         6.427198071000035 ,                    6.339,                  14.0,   1885.8545         ,     1904.6666666666667 ,                                  ,                           ,        1817.6             ,          1758.884          ,          2019.65           ,    2.854959085583687 ,     0.6421945663169026 ,      2.212142468430102  ,     0.0                 ,    0.35686988569796085,                      4840.0,              18.90625    ,                       6.0,           129.04197692871097,                         31.0,                 461.2619286269636 ,              2.0,                  988.0,                       988.0,                   3.0,            0.90419 , True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -98.34159700200325                 , True                                    ,  8.688490000000002  , 30.7718             ,   8.471196666666668  ,  31.313666666666666  ,       8.933722999999999 ,       30.1174           ,        8.0103645         ,        26.535            ,                        60.0,                           60.0, True               ,  87.22541419485461,        86.98184181256951,   86.30063476113862, True               , True                  , True                   , True                   , True                    , 2918.91796875,                 146.0,        5.001853480059365 , 3031.10546875,                  148.0,        4.882707036289101  , 3744.9921875 ,                  148.0,        3.9519441587620134 , 4492.26953125,                   184.0,          4.095925204844085 ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_5s               ,  10, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,              5.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       220.31810109500293,                    219.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.17917181300072,  120.60547680400124,     100.11014623400115,   106.53645122500167,         6.426304991000521 ,                    6.27 ,                  16.0,   2226.9            ,     2189.6666666666665 ,                                  ,                           ,        1233.357           ,          2000.9360000000001,          2002.7166666666667,    2.6959210438653827,     0.6422922406345606 ,      2.052993784658611  ,     0.0                 ,    0.33699013048317283,                      6046.0,              23.6171875  ,                       6.0,           129.01082038879395,                         31.0,                 440.36100636754696,              2.0,                  899.0,                       899.0,                   3.0,            0.212155, True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -113.78164987000126                , True                                    ,  7.194217           , 22.3734             ,   7.321345000000001  ,  23.143              ,      16.468655          ,       44.8086           ,        8.9388805         ,        23.650866666666666,                        60.0,                           60.0, True               ,  87.54990584282741,        87.39224137931035,   86.33795051693265, True               , True                  , True                   , True                   , True                    , 2749.15234375,                 106.0,        3.8557339407175224, 2963.0625    ,                  108.0,        3.64487755489464   , 3530.0703125 ,                  108.0,        3.0594291455773943 , 4433.19921875,                   132.0,          2.9775336836141366,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_25s              ,   1, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,             25.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       209.39238579799715,                    208.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    112.00165636899692,  137.9172307209992 ,     100.10449746899758,   126.02007182099987,        25.915574352002295 ,                   25.77 ,                  82.0,   2232.3            ,     1908.3461538461538 ,                                  ,                           ,        2138.5             ,          1808.0            ,          2139.6775         ,    4.335878852754831 ,     3.174308384768665  ,      1.1604568799957633 ,     0.0                 ,    0.5419848565943539 ,                     11681.0,              45.62890625 ,                       2.0,           129.00197982788086,                        127.0,                 172.30440644291167,              2.0,                    0.0,                         0.0,                   0.0,            0.0     , True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -83.37231397699728                 , True                                    ,  7.1691234999999995 , 21.311799999999998  ,   9.870494615384615  ,  25.659307692307692  ,       7.48558           ,       21.453400000000002,        7.610712010686149 ,        20.901307692307693,                        52.0,                           52.0, False              ,  87.33941362978041,        86.84167454237306,   86.19295787840827, True               , True                  , True                   , True                   , False                   , 3439.40625   ,                 268.0,        7.792042594561198 , 3568.05078125,                  382.0,       10.70612565290266   , 4007.99609375,                  816.0,       20.359301279571014  ,              ,                        ,                            ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
Postcopy_Late_16T_25s              ,   2, migration,      16, 100% updates, False         ,                   500000.0,             0.0,               1.0,             25.0,              8.0, True         ,                                                                             , True                   ,              500000.0,       217.7431345299992 ,                    216.0,                        ,                      ,                      , True             ,                      , True                  , True               , completed       ,    114.1680199370021 ,  139.87039890400047,     100.10682358900158,   125.80920255599995,        25.702378966998367 ,                   25.64 ,                  66.0,   2169.25           ,     1873.48            ,                                  ,                           ,        2065.2             ,          1782.85           ,          2151.733333333333 ,    4.110156479291618 ,     3.1618008157238364 ,      0.9472848046571016 ,     0.0                 ,    0.5137695599114522 ,                     11099.0,              43.35546875 ,                       8.0,           129.0021514892578 ,                        127.0,                 164.15617749501217,              3.0,                    0.0,                         0.0,                   0.0,            0.0     , True            ,                     ,                                 ,                                ,                                      ,                                     ,                             , -91.93393197399925                 , True                                    ,  7.3908225          , 22.683799999999998  ,  10.5989872          ,  27.887              ,       7.791259          ,       23.066200000000002,        7.750015666666665 ,        20.70566666666667 ,                        60.0,                           60.0, True               ,  87.46637238673289,        86.90652086944927,   86.24960748688144, True               , True                  , True                   , True                   , True                    , 3317.02734375,                 336.0,       10.12955170939718  , 3456.2265625 ,                  462.0,       13.367179253023867  , 3906.94140625,                  906.0,       23.189495459303703  , 4532.1015625 ,                  1530.0,         33.75917284510325  ,                       ,                                 ,                                  ,                             ,                                  ,                           ,                               ,                                 ,                            ,                       ,                               ,                                  ,                               ,                            ,                                ,                             ,                             ,                        ,                              ,                                  ,                             ,                          ,                          ,                                       ,                               ,                                  ,                                        ,                                ,                                   , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c
